"Author, Last","Author, First",Series,Series #,Title,Pbk?,ISBN,Comments
North,Sterling,,,Rascal,✓,0-439-58574-0,
North,Sterling,,,The Wolfling,✓,0-14-036166-9,
Northcutt,Wendy,The Darwin Awards,2,Unnatural Selection,,0-525-94623-3,
Northcutt,Wendy,The Darwin Awards,3,Survival of the Fittest,✓,0-452-28572-0,
Novik,Naomi,Temeraire,1,His Magesty's Dragon,✓,978-0-345-48128-3,
Novik,Naomi,Temeraire,2,Throne of Jade,✓,978-0-345-48129-0,
Novik,Naomi,Temeraire,3,Black Powder War,✓,0-345-48130-5,
Novik,Naomi,Temeraire,4,Empire of Ivory,✓,978-0-345-49687-4,
Novik,Naomi,Temeraire,5,Victory of Eagles,✓,978-0-345-51225-3,
Novik,Naomi,Temeraire,6,Tongues of Serpents,✓,978-0-345-49690-4,
Novik,Naomi,Temeraire,7,Crucible of Gold,✓,978-0-345-52287-0,
O'Brien,Jack,,,Silver Chief to the Rescue,,,Unshelved
O'Brien,Robert C.,,,The Silver Crown,✓,0-689-84111-6,
O'Dell,Scott,,,Island of the Blue Dolphins,✓,0-440-94000-1,Taped
O'Mara,Lesley,,,Best Cat Stories,,0-517-07391-9,Short story collection by different authors
Orwell,George,,,Animal Farm,✓,0-451-52466-7,
Osgood,Charles G.,,,Eleven British Writers: Beowulf to Arnold,,,Unshelved
Paine,Thomas,,,Rights of Man,,,Unshelved
Palma,Félix J.,,,The Map of Time,,978-1-4391-6739-7,
Paolini,Christopher,Inheritance Cycle,1,Eragon,,0-375-82668-8,Taped outer cover
Paolini,Christopher,Inheritance Cycle,2,Eldest,,0-375-82670-X,Taped outer cover
Paolini,Christopher,Inheritance Cycle,3,Brisinger,,978-0-375-82672-6,
Paolini,Christopher,Inheritance Cycle,4,Inheritance,,978-0-375-85611-2,
Park,Linda Sue,,,A Single Shard,✓,0-440-41851-8,
Paterson,Katherine,,,Bridge to Terabithia,✓,0-06-440184-7,
Paulsen,Gary,,,Hatchet,✓,978-1-4169-3647-3,
Paulsen,Gary,,,Winterdance,✓,0-15-600145-4,
Pendleton,Louis,,,King Tom and the Runaways,,,Unshelved
Penner,Lucille Recht,,,Sitting Bull,✓,0-448-40937-2,
Perry,Anne,,,Tathea,✓,0-441-00970-0,
Petty,Jo,,,Apples of Gold,,,
Petty,Jo,,,Treasures of Silver,,0-8378-1768-4,
Petty,Jo,,,Wings of Silver,,,Library of Congress Catalog Card No. 67-21924
Pfloog,Jan,,,The Fox Book,✓,0-307-58143-8,
Pierce,Tamora,The Circle: 1 The Circle of Magic,1,Sandry's Book,✓,0-590-55408-5,
Pierce,Tamora,The Circle: 1 The Circle of Magic,2,Tris's Book,✓,0-590-55409-3,
Pierce,Tamora,The Circle: 1 The Circle of Magic,3,Daja's Book,✓,0-590-55410-7,
Pierce,Tamora,The Circle: 1 The Circle of Magic,4,Brair's Book,✓,0-590-55411-5,
Pierce,Tamora,The Circle: 2 The Circle Opens,1,Magic Steps,✓,0-590-39605-6,
Pierce,Tamora,The Circle: 2 The Circle Opens,2,Street Mage,✓,0-590-39643-9,
Pierce,Tamora,The Circle: 2 The Circle Opens,3,Cold Fire,✓,0-590-39656-0,
Pierce,Tamora,The Circle: 2 The Circle Opens,4,Shatterglass,✓,0-590-39696-X,
Pierce,Tamora,The Circle: 3,1,The Will of the Empress,✓,0-439-44172-2,
Pierce,Tamora,The Circle: 3,2,Melting Stones,✓,978-0-545-05265-8,
Pierce,Tamora,Tortall: 1 Beka Cooper,1,Terrier,,978-0-375-81468-6,
Pierce,Tamora,Tortall: 2 Song of the Lioness,1,Alanna,✓,0-689-87855-9,
Pierce,Tamora,Tortall: 2 Song of the Lioness,2,In the Hands of the Goddess,✓,0-689-87858-7,
Pierce,Tamora,Tortall: 2 Song of the Lioness,3,The Woman Who Rides Like a Man,✓,0-689-87858-3,
Pierce,Tamora,Tortall: 2 Song of the Lioness,4,Lioness Rampant,✓,0-689-87857-5,
Pierce,Tamora,Tortall: 3 The Immortals,1,Wild Magic,✓,1-4169-0343-7,
Pierce,Tamora,Tortall: 3 The Immortals,2,Wolf-Speaker,✓,1-4169-0344-5,
Pierce,Tamora,Tortall: 3 The Immortals,3,Emperor Mage,✓,1-4169-0337-2,
Pierce,Tamora,Tortall: 3 The Immortals,4,The Realms of the Gods,✓,978-1-4169-0817-3,
Pierce,Tamora,Tortall: 4 Protector of the Small,1,First Test,✓,978-0-679-88917-5,
Pierce,Tamora,Tortall: 4 Protector of the Small,2,Page,✓,978-0-679-88918-2,
Pierce,Tamora,Tortall: 4 Protector of the Small,3,Squire,✓,978-0-679-88919-9,
Pierce,Tamora,Tortall: 4 Protector of the Small,4,Lady Knight,✓,978-0-375-81471-6,
Pierce,Tamora,Tortall: 5 Trickster,1,Trickster's Choice,✓,978-0-375-81472-3,
Pierce,Tamora,Tortall: 5 Trickster,2,Trickster's Queen,✓,978-0-375-81473-0,
Pierce,Tamora,,,Young Warriors,✓,0-375-82963-6,Short story collection by different authors
Pine,Red,,,The Collected Songs of Cold Mountain,,0-914742-73-6,
Plutarch,,,,Lives of the Noble Romans,,,
Poe,Edgar Allan,The Works of...,,The Works of Poe,,,
Poe,Edgar Allan,,,Complete Tales and Poems,,978-1-4351-4458-3,
Poe,Edgar Allan,,,Tales of Edgar Allan Poe,,,
Pratt,Mara L.,,,Stories of China,,,Unshelved
Pullman,Philip,His Dark Materials,1,The Golden Compass,✓,978-0-440-23813-3,
Pullman,Philip,His Dark Materials,2,The Subtle Knife,✓,978-0-440-23814-0,
Pullman,Philip,His Dark Materials,3,The Amber Spyglass,✓,978-0-440-23815-7,
Quinn,Daniel,Ishmael,1,Ishmael: An Adventure of the Mind and Spirit,✓,978-0-553-37540-4,
Ranum,Orest,,,The Century of Louis XIV,✓,0-06-139350-9,
Rasmussen,Rebecca,,,The Bird Sisters,,978-0-307-71796-2,
Rawlings,Marjorie Kinnan,,,The Yearling,✓,0-02-044931-3,
Rawn,Melanie,Exiles,1,The Ruins of Ambrai,✓,978-0-88677-668-8,
Rawn,Melanie,Exiles,2,The Mageborn Traitor,,0-88677-730-5,
Rawn,Melanie,The Desert: 1 Dragon Prince,1,Dragon Prince,✓,978-0-88677-450-9,
Rawn,Melanie,The Desert: 1 Dragon Prince,2,The Star Scroll,✓,0-88677-349-0,
Rawn,Melanie,The Desert: 1 Dragon Prince,3,Sun-Runner's Fire,✓,0-88677-403-9,
Rawn,Melanie,The Desert: 2 Dragon Star,1,Stronghold,✓,978-0-88677-482-0,
Rawn,Melanie,The Desert: 2 Dragon Star,2,The Dragon Token,✓,978-0-88677-542-1,
Rawn,Melanie,The Desert: 2 Dragon Star,3,Skybowl,✓,978-0-88677-595-7,
Ray,Blaine,,,Pauvre Anne,✓,0-929724-54-2,
Rees,Celia,Witch Child,1,Witch Child,✓,978-0-7636-4228-0,
Rees,Celia,Witch Child,2,Sorceress,,0-7636-1847-0,
Rice,Anne,,,The Vampire Armand,✓,0-345-40927-2,
Richards,Susan,,,Chosen by a Horse,✓,978-0-15-603117-2,
Rinaldi,Ann,,,A Ride Into Morning,✓,0-15-200673-7,
Riordan,Rick,Kane,1,The Red Pyramid,,978-1-4231-1338-6,
Riordan,Rick,Kane,2,The Throne of Fire,,978-1-4231-4056-6,
Riordan,Rick,Kane,3,The Serpent's Shadow,,978-1-4231-4057-3,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,1,The Lightning Thief,✓,978-0-7868-3865-3,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,2,The Sea of Monsters,✓,978-0-545-00340-7,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,3,The Titan's Curse,✓,978-0-545-05704-2,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,4,The Battle of the Labyrinth,,978-1-4231-0146-8,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,5,The Last Olympian,,978-1-4231-0147-5,
Riordan,Rick,Olympus: 2 The Heroes of Olympus,1,The Lost Hero,,978-1-4231-1339-3,
Riordan,Rick,Olympus: 2 The Heroes of Olympus,2,The Son of Neptune,,978-1-4231-4059-7,
Riordan,Rick,Olympus: 2 The Heroes of Olympus,3,The Mark of Athena,,978-1-4231-4060-3,
Riordan,Rick,Olympus: 2 The Heroes of Olympus,4,The House of Hades,,978-1-4231-4672-8,
Rivoli,Pietra,,,The Travels of a T-Shirt in the Global Economy,✓,978-0-470-28726-3,
Roberts,Ann Victoria,,,Louisa Elliott,,0-8092-4290-7,
Robinson,Victor,,,The Story of Medicine,,,Unshelved
Rogers,Will,,,Sanity Is Where You Find It,,,
Roth,Veronica,Divergent,1,Divergent,,978-0-06-202402-2,
Roth,Veronica,Divergent,2,Insurgent,,978-0-06-202404-6,
Roth,Veronica,Divergent,3,Allegiant,,978-0-06-202406-0,
Rothfuss,Patrick,The Kingkiller Chronicle,1,The Name of the Wind,✓,978-0-7564-0474-1,
Rothfuss,Patrick,The Kingkiller Chronicle,2,The Wise Man's Fear,✓,978-0-7564-0712-4,
Rowling,J. K.,Harry Potter,1,Harry Potter and the Sorcerer's Stone,✓,978-0-590-35342-7,
Rowling,J. K.,Harry Potter,2,Harry Potter and the Chamber of Secrets,✓,978-0-439-06487-3,
Rowling,J. K.,Harry Potter,3,Harry Potter and the Prisoner of Azkaban,✓,978-0-439-13636-5,
Rowling,J. K.,Harry Potter,4,Harry Potter and the Goblet of Fire,✓,978-0-439-13960-1,
Rowling,J. K.,Harry Potter,5,Harry Potter and the Order of the Phoenix,✓,978-0-439-35807-1,
Rowling,J. K.,Harry Potter,6,Harry Potter and the Half-Blood Prince,✓,978-0-439-78596-9,
Rowling,J. K.,Harry Potter,7,Harry Potter and the Deathly Hallows,✓,978-0-545-13970-0,
Ruckley,Brian,The Godless World,1,Winterbirth,✓,978-0-316-06806-2,
Ruckley,Brian,The Godless World,2,Bloodheir,✓,978-0-316-06807-9,
Ryan,Pam Muñoz,,,Esperanza Rising,✓,0-439-12042-X,
Sage,Angie,Septimus Heap,1,Magyk,,0-06-057731-2,
Sage,Angie,Septimus Heap,2,Flyte,,978-0-06-057734-6,
Sage,Angie,Septimus Heap,3,Physik,✓,978-0-06-057739-1,
Sage,Angie,Septimus Heap,4,Queste,✓,978-0-06-088209-9,
Salinger,J. D.,,,The Catcher in the Rye,✓,0-316-76917-7,
Sams,Jamie,,,Medicine Cards,,0-939680-53-X,
Sams,Jamie,,,Sacred Path Cards,,0-06-250762-1,
Sanderson,Brandon,Alcatraz,1,Alcatraz versus the Evil Librarians,✓,978-0-439-92552-5,
Sanderson,Brandon,Alcatraz,2,Alcatraz versus the Scrivener's Bones,✓,978-0-439-92554-9,
Sanderson,Brandon,Elantris,1,Elantris,✓,978-0-7653-5037-4,Author Autographed
Sanderson,Brandon,Elantris,2,The Emperor's Soul,✓,978-1-61696-092-6,Author Autographed
Sanderson,Brandon,Legion,1,Legion,,978-1-59606-485-0,"Author Autographed, Numbered 284/1000"
Sanderson,Brandon,Mistborn,1,Mistborn,✓,978-0-7653-5038-1,Author Autographed
Sanderson,Brandon,Mistborn,2,The Well of Ascension,✓,978-0-7653-5613-0,Author Autographed
Sanderson,Brandon,Mistborn,3,The Hero of Ages,✓,978-0-7653-5614-7,Author Autographed
Sanderson,Brandon,Mistborn,4,The Alloy of Law,,978-0-7653-3042-0,Author Autographed
Sanderson,Brandon,The Reckoners,1,Steelheart,,978-0-385-74356-3,
Sanderson,Brandon,The Stormlight Archive,1,The Way of Kings,,978-0-7653-2635-5,Author Autographed
Sanderson,Brandon,The Stormlight Archive,2,Words of Radiance,,978-0-7653-2636-2,
Sanderson,Brandon,,,The Rithmatist,,978-0-7653-2032-2,Author Autographed
Sanderson,Brandon,,,Warbreaker,,978-0-7653-2030-8,Author Autographed
Sapkowski,Andrzej,,,The Last Wish,✓,978-0-316-02918-6,
Severy,Merle,,,The Age of Chivalry,,,Unshelved; Library of Congress Catalog Card No. 79-79765
Sewell,Anna,,,Black Beauty,✓,0-694-01243-2,
Shakespeare,William,King Henry IV.,1,Part I.,,,Unshelved
Shakespeare,William,King Henry IV.,2,Part II.,,,Unshelved
Shakespeare,William,,,Julius Caesar,,,Unshelved
Shakespeare,William,,,Macbeth,,,Unshelved
Shakespeare,William,,,The Sonnets of William Shakespeare,,,Unshelved
Shakespeare,William,,,William Shakespeare the Complete Works,,0-14-071450-2,
Shayne,Maggie,,,Angel's Pain,✓,978-0-7783-2498-0,
Shayne,Maggie,,,Demon's Kiss,✓,978-0-7783-2497-3,
Sheldon,Ann,Linda Craig,1,The Palomino Mystery,✓,0-671-42650-8,
Sideman,Belle Becker,,,The World's Best Fairy Tales,,,Library of Congress Catalog Card No. 67-27762
Simner,Janni Lee,Phantom Rider,2,The Haunted Trail,✓,0-590-67314-9,
Smith,C. Lavett,,,A Field Guide to Tropical Marine Fishes,,0-679-44601-X,Water Damage - Mold?
Smith,Sherwood,Inda,1,Inda,,0-7564-0264-6,
Smith,Sherwood,Inda,1,Inda,✓,978-0-7564-0422-2,
Smith,Sherwood,Inda,2,The Fox,✓,978-0-7564-0483-3,
Smith,Sherwood,Inda,3,King's Shield,,978-0-7564-0500-7,
Smith,Sherwood,Inda,4,Treason's Shore,✓,978-0-7564-0634-9,
Snicket,Lemony,A Series of Unfortunate Events,1,The Bad Beginning,,0-06-051828-6,"""Rare"" Edition"
Snicket,Lemony,A Series of Unfortunate Events,2,The Reptile Room,,0-06-440767-5,
Snicket,Lemony,A Series of Unfortunate Events,3,The Wide Window,,0-06-440768-3,
Snicket,Lemony,A Series of Unfortunate Events,5,The Austere Academy,,0-06-440863-9,
Snicket,Lemony,A Series of Unfortunate Events,6,The Ersatz Elevator,,0-06-440864-7,
Snicket,Lemony,A Series of Unfortunate Events,8,The Hostile Hospital,,978-0-06-440866-0,
Snicket,Lemony,A Series of Unfortunate Events,11,The Grim Grotto,,0-06-441014-5,
Snicket,Lemony,A Series of Unfortunate Events,12,The Penultimate Peril,,978-0-06-441015-1,
Snicket,Lemony,A Series of Unfortunate Events,13,The End,,978-0-06-441016-8,
Soddard,Charles Augustus,,,Across Russia,,,Unshelved
Sommer,Robin Langley,,,The Little Book of Cats,,0-7607-0080-X,Poems by different authors
Soustelle,Jacques,,,Daily Life of the Aztecs,✓,0-8047-0721-9,
Sprunk,Jon,Shadow Saga,1,Shadow's Son,✓,978-1-61614-201-8,
Sprunk,Jon,Shadow Saga,2,Shadow's Lure,✓,978-1-61614-371-8,
Sprunk,Jon,Shadow Saga,3,Shadow's Master,✓,978-1-61614-605-4,
Stacey,Larraine,,,Lalia & Tokar and the Chaos Scroll,✓,1-894841-63-8,Author Autographed
Starr,Chester G.,,,The Ancient Greeks,✓,0-19-501248-8,
Steindorff,George,,,When Egypt Ruled the East,✓,,Library of Congress Catalog Card No. 57-5276
Stevenson,Robert Louis,The Works of...,,The Works of Stevenson,,,
Stevenson,Robert Louis,,,Kidnapped,✓,0-812-50473-9,
Stevenson,Robert Louis,,,Treasure Island,,0-06-029735-2,
Stoker,Bram,,,Dracula,✓,978-1-59308-004-4,
Stone,Jeff,The Five Ancestors,1,Tiger,,0-375-83071-5,
Stone,Jeff,The Five Ancestors,7,Dragon,,978-0-375-83079-2,
Straub,Peter,,,Floating Dragon,✓,0-425-06285-6,
Stroud,Jonathan,Bartimaeus,1,The Ring of Solomon,,978-1-4231-2372-9,
Stroud,Jonathan,Bartimaeus,2,The Amulet of Samarkand,✓,0-7868-5625-4,
Stroud,Jonathan,Bartimaeus,3,The Golem's Eye,,0-7868-1860-3,
Stroud,Jonathan,Bartimaeus,4,Ptolemy's Gate,,0-7868-1861-1,
Sullivan,Michael J.,The Riyria Revelations,1,Theft of Swords,✓,978-0-316-18774-9,
Sullivan,Michael J.,The Riyria Revelations,2,Rise of Empire,✓,978-0-316-18770-1,
Sullivan,Michael J.,The Riyria Revelations,3,Heir of Novron,✓,978-0-316-18771-8,
Talese,Gay,,,Honor Thy Father,✓,,Library of Congress Catalog Card No. 70-167287
Tarr,Judith,,,The Hound and the Falcon,,,
Taylor,K. J.,Cymria: 1 The Fallen Moon,1,The Dark Griffin,✓,978-0-441-01978-6,
Taylor,K. J.,Cymria: 1 The Fallen Moon,2,The Griffin's Flight,✓,978-0-441-01997-7,
Taylor,K. J.,Cymria: 1 The Fallen Moon,3,The Griffin's War,✓,978-0-441-02010-2,
Taylor,K. J.,Cymria: 2 The Risen Sun,1,The Shadow's Heir,✓,978-0-425-25823-1,
Taylor,Mildred D.,,,"Roll of Thunder, Hear My Cry",✓,0-590-98207-9,
Thackeray,William Makepeace,,,Vanity Fair,,,
Thompson,Ames,The Jewel Series,5,The Adventure Boys and the Island of Sapphires,,,Unshelved
Thompson,Thomas,,,Serpentine,✓,0-7867-0749-6,
Tiffany,O. H.,,,Gems for the Fireside,,,Unshelved
Tolkien,J. R. R.,The Lord of the Rings: 1,1,The Hobbit,,0-395-87346-0,
Tolkien,J. R. R.,The Lord of the Rings: 2,1 - 3,The Lord of the Rings,✓,978-0-618-64015-7,
Tolkien,J. R. R.,,,The Silmarillon,✓,0-618-12698-8,
Tolstoi,Leo,The Works of...,,The Works of Tolstoi,,,
Tolstoy,Leo,,,War and Peace,,,Unshelved
Tourgée,Albion Winegar,,,A Fools Errand and The Invisible Empire,,,Unshelved
Twain,Mark,,,Adventures of Huckleberry Finn,✓,978-1-59308-000-6,
Twain,Mark,,,Complete Short Stories,,,
Twain,Mark,,,The Adventures of Tom Sawyer,,0-89577-217-5,
Twain,Mark,,,The Innocents Abroad,,0-89577-339-2,
Tzu,Sun,,,The Art of War,✓,978-1-59308-016-7,
Vaughn,Carrie,Kitty Norville,1,Kitty and the Midnight Hour,✓,0-446-61641-9,
Vaughn,Carrie,Kitty Norville,2,Kitty Goes to Washington,✓,0-446-61642-7,
Vaughn,Carrie,Kitty Norville,5,Kitty and the Dead Man's Hand,✓,978-0-446-19953-7,
Vaughn,Carrie,Kitty Norville,6,Kitty Raises Hell,✓,978-0-446-19954-4,
Velde,Vivian Vande,,,Dragon's Bait,✓,0-15-216663-7,
Vera,Yvonne,,,Without a Name & Under the Tongue,✓,978-0-374-52816-4,
Verne,Jules,,,Twenty Thousand Leagues Under the Sea,,0-88101-085-5,Unshelved
Voigt,Cynthia,,,A Solitary Blue,✓,0-590-47157-0,
Voltaire,,,,Candide and Other Tales,,,
Waldo,Anna Lee,,,Sacajawea,✓,0-380-75606-4,
Waley,Arthur,,,Translations from the Chinese,,,"Unshelved; 2 owned - one copy in Steamboat, another home."
Walker,Abbie Phillips,,,Sandman Twilight Stories,,,Unshelved
Wall,Steve,,,Widsom's Daughters,,0-06-016892-7,
Wallace,Bill,,,Coyote Autumn,✓,0-7434-2836-6,
Walley,Dean,,,... And Spring Shall Come,,0-87529-138-4,
Watt-Evans,Lawrence,The Annals of the Chosen,1,The Wizard Lord,✓,978-0-765-34901-9,
Weeks,Brent,Lightbringer,1,The Black Prism,✓,978-0-316-06813-0,Author Autographed
Weeks,Brent,Lightbringer,2,The Blinding Knife,,978-0-316-07991-4,Author Autographed
Weeks,Brent,The Night Angel,1,The Way of Shadows,✓,978-0-316-03367-1,Author Autographed
Weeks,Brent,The Night Angel,2,Shadow's Edge,✓,978-0-316-03365-7,Author Autographed
Weeks,Brent,The Night Angel,3,Beyond the Shadows,✓,978-0-316-03366-4,Author Autographed
Werfel,Franz,,,The Song of Bernadette,,,
Westerfeld,Scott,Uglies,1,Uglies,✓,978-0-689-86538-1,
Westerfeld,Scott,Uglies,2,Pretties,✓,978-0-689-86539-8,
Westerfeld,Scott,Uglies,3,Specials,✓,978-1-4169-4795-0,
White,E. B.,,,Essays of E. B. White,,0-06-014576-5,
Whyte,Jack,,,The Singing Sword,✓,0-812-55139-7,
Wilde,Oscar,The Works of...,,The Works of Wilde,,,
Wilde,Oscar,,,Complete Fairy Tales of Oscar Wilde,✓,0-451-52435-7,
Williams,Beryl,,,The Great Houdini,✓,,
Williams,Liz,,,WorldSoul,✓,978-1-60701-295-5,
Williams,Tad,Memory of Sorrow and Thorn,1,The Dragonbone Chair,,,
Williams,Tad,Memory of Sorrow and Thorn,2,Stone of Farewell,,,
Williams,Tad,Memory of Sorrow and Thorn,3,To Green Angel Tower,,0-88677-521-3,
Willis,Connie,,,To Say Nothing of the Dog,✓,0-553-57538-4,
Wrede,Patricia C.,Enchanted Forest Chronicles,1,Dealing with Dragons,✓,0-15-204566-X,
Wrede,Patricia C.,Enchanted Forest Chronicles,2,Searching for Dragons,✓,0-15-204565-1,
Wrede,Patricia C.,Enchanted Forest Chronicles,3,Calling on Dragons,✓,0-15-204692-5,
Wrede,Patricia C.,Enchanted Forest Chronicles,4,Talking to Dragons,✓,0-15-204691-7,
Wroblewski,David,,,The Story of Edgar Sawtelle,,978-0-06-176806-4,
Yep,Laurence,,,Dragon's Gate,✓,0-590-20335-X,
Yolen,Jane,Pit Dragon: 1,1,Dragon's Blood,✓,0-15-205126-0,
Yolen,Jane,Pit Dragon: 1,2,Heart's Blood,✓,0-15-205118-X,
Yolen,Jane,Pit Dragon: 1,3,A Sending of Dragons,✓,0-15-205128-7,
Yolen,Jane,Pit Dragon: 1,1 - 3,The Pit Dragon Trilogy,,978-1-56865-900-8,
Yolen,Jane,Pit Dragon: 2,4,Dragon's Heart,,978-0-15-205919-4,
Yolen,Jane,,,Sword of the Rightful King,,0-15-202527-8,
Zuzak,Markus,,,The Book Thief,✓,978-0-375-84220-7,