"Author, Last","Author, First",Series,Series #,Title,Pbk?,ISBN / LCCC#,Comments
Quinn,Daniel,Ishmael,2,My Ishmael,✓,0-553-37965-8,
Ranum,Orest,,,Century of Louis XIV,✓,0-06-139350-9,
Rasmussen,Rebecca,,,Bird Sisters,,978-0-307-71796-2,
Ratner,Vaddey,,,In the Shadow of the Banyan,,978-1-4516-5771-5,
Rawlings,Marjorie Kinnan,,,Yearling,✓,0-02-044931-3,
Rawn,Melanie,Desert: 1 Dragon Prince,1,Dragon Prince,✓,978-0-88677-450-9,
Rawn,Melanie,Desert: 1 Dragon Prince,2,Star Scroll,✓,0-88677-349-0,
Rawn,Melanie,Desert: 1 Dragon Prince,3,Sun-Runner's Fire,✓,0-88677-403-9,
Rawn,Melanie,Desert: 2 Dragon Star,1,Stronghold,✓,978-0-88677-482-0,
Rawn,Melanie,Desert: 2 Dragon Star,2,Dragon Token,✓,978-0-88677-542-1,
Rawn,Melanie,Desert: 2 Dragon Star,3,Skybowl,✓,978-0-88677-595-7,
Rawn,Melanie,Exiles,1,Ruins of Ambrai,✓,978-0-88677-668-8,
Rawn,Melanie,Exiles,2,Mageborn Traitor,,0-88677-730-5,
Ray,Blaine,,,Pauvre Anne,✓,0-929724-54-2,
Rees,Celia,Witch Child,1,Witch Child,✓,978-0-7636-4228-0,
Rees,Celia,Witch Child,2,Sorceress,,0-7636-1847-0,
Rice,Anne,,,Vampire Armand,✓,0-345-40927-2,
Richards,Susan,,,Chosen by a Horse,✓,978-0-15-603117-2,
Rinaldi,Ann,,,Ride Into Morning,✓,0-15-200673-7,
Riordan,Rick,Kane,1,Red Pyramid,,978-1-4231-1338-6,
Riordan,Rick,Kane,2,Throne of Fire,,978-1-4231-4056-6,
Riordan,Rick,Kane,3,Serpent's Shadow,,978-1-4231-4057-3,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,1,Lightning Thief,✓,978-0-7868-3865-3,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,2,Sea of Monsters,✓,978-0-545-00340-7,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,3,Titan's Curse,✓,978-0-545-05704-2,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,4,Battle of the Labyrinth,,978-1-4231-0146-8,
Riordan,Rick,Olympus: 1 Percy Jackson and the Olympians,5,Last Olympian,,978-1-4231-0147-5,
Riordan,Rick,Olympus: 2 Heroes of Olympus,1,Lost Hero,,978-1-4231-1339-3,
Riordan,Rick,Olympus: 2 Heroes of Olympus,2,Son of Neptune,,978-1-4231-4059-7,
Riordan,Rick,Olympus: 2 Heroes of Olympus,3,Mark of Athena,,978-1-4231-4060-3,
Riordan,Rick,Olympus: 2 Heroes of Olympus,4,House of Hades,,978-1-4231-4672-8,
Riordan,Rick,Olympus: 2 Heroes of Olympus,5,Blood of Olympus,,978-1-423-14673-5,
Rivoli,Pietra,,,Travels of a T-Shirt in the Global Economy,✓,978-0-470-28726-3,
Roberts,Ann Victoria,,,Louisa Elliott,,0-8092-4290-7,
Rogawski,Jon,Math,,Calculus,,978-1-4292-1073-7,
Rogers,Will,,,Sanity Is Where You Find It,,,
Roman,Dave,Avatar: the Last Airbender,0,Prequel: Zuko's Story,,978-0-345-51854-5,
Roth,Veronica,Divergent: 1 Backstories,1,Four,,978-0-06-234521-9,
Roth,Veronica,Divergent: 2 Main,1,Divergent,,978-0-06-202402-2,
Roth,Veronica,Divergent: 2 Main,2,Insurgent,,978-0-06-202404-6,
Roth,Veronica,Divergent: 2 Main,3,Allegiant,,978-0-06-202406-0,
Rothfuss,Patrick,Kingkiller Chronicle,1,Name of the Wind,✓,978-0-7564-0474-1,
Rothfuss,Patrick,Kingkiller Chronicle,2,Wise Man's Fear,✓,978-0-7564-0712-4,
Rothfuss,Patrick,,,Slow Regard of Silent Things,,978-0-7564-1043-8,Author & Artist Autographed
Rowling,J. K.,Harry Potter,1,Harry Potter and the Sorcerer's Stone,✓,978-0-590-35342-7,
Rowling,J. K.,Harry Potter,2,Harry Potter and the Chamber of Secrets,✓,978-0-439-06487-3,
Rowling,J. K.,Harry Potter,3,Harry Potter and the Prisoner of Azkaban,✓,978-0-439-13636-5,
Rowling,J. K.,Harry Potter,4,Harry Potter and the Goblet of Fire,✓,978-0-439-13960-1,
Rowling,J. K.,Harry Potter,5,Harry Potter and the Order of the Phoenix,✓,978-0-439-35807-1,
Rowling,J. K.,Harry Potter,6,Harry Potter and the Half-Blood Prince,✓,978-0-439-78596-9,
Rowling,J. K.,Harry Potter,7,Harry Potter and the Deathly Hallows,✓,978-0-545-13970-0,
Ruckley,Brian,Godless World,1,Winterbirth,✓,978-0-316-06806-2,
Ruckley,Brian,Godless World,2,Bloodheir,✓,978-0-316-06807-9,
Ryan,Pam Muñoz,,,Esperanza Rising,✓,0-439-12042-X,
Sage,Angie,Septimus Heap,1,Magyk,,0-06-057731-2,
Sage,Angie,Septimus Heap,2,Flyte,,978-0-06-057734-6,
Sage,Angie,Septimus Heap,3,Physik,✓,978-0-06-057739-1,
Sage,Angie,Septimus Heap,4,Queste,✓,978-0-06-088209-9,
Salinger,J. D.,,,Catcher in the Rye,✓,0-316-76917-7,
Salvatore,R.A.,Legend of Drizzt,4,Crystal Shard,✓,978-0-7869-4246-6,
Salvatore,R.A.,Legend of Drizzt,5,Streams of Silver,✓,978-0-7869-4265-7,
Salvatore,R.A.,Legend of Drizzt,6,Halfling's Gem,✓,978-0-7869-4289-3,
Sams,Jamie,,,Medicine Cards,,0-939680-53-X,
Sams,Jamie,,,Sacred Path Cards,,0-06-250762-1,
Sande,Warren,Computer Science,,Hello World!,✓,978-1-933-98849-8,
Sanderson,Brandon,Alcatraz,1,Alcatraz versus the Evil Librarians,✓,978-0-439-92552-5,
Sanderson,Brandon,Alcatraz,2,Alcatraz versus the Scrivener's Bones,✓,978-0-439-92554-9,
Sanderson,Brandon,Alcatraz,3,Alcatraz versus the Knights of Crystallia,✓,978-1-4440-0670-4,
Sanderson,Brandon,Alcatraz,4,Alcatraz versus the Shattered Lens,✓,978-1-4440-0671-1,
Sanderson,Brandon,Elantris,1,Elantris,✓,978-0-7653-5037-4,Author Autographed
Sanderson,Brandon,Elantris,2,Emperor's Soul,✓,978-1-61696-092-6,Author Autographed
Sanderson,Brandon,Legion,1,Legion,,978-1-59606-485-0,"Author Autographed, Numbered 284/1000"
Sanderson,Brandon,Legion,2,Legion: Skin Deep,,978-1-59606-690-8,Author Autographed
Sanderson,Brandon,Mistborn,1,Mistborn,✓,978-0-7653-5038-1,Author Autographed
Sanderson,Brandon,Mistborn,2,Well of Ascension,✓,978-0-7653-5613-0,Author Autographed
Sanderson,Brandon,Mistborn,3,Hero of Ages,✓,978-0-7653-5614-7,Author Autographed
Sanderson,Brandon,Mistborn,4,Alloy of Law,,978-0-7653-3042-0,Author Autographed
Sanderson,Brandon,Reckoners,1,Steelheart,,978-0-385-74356-3,
Sanderson,Brandon,Reckoners,1.5,Mitosis,,978-1-473-20935-0,
Sanderson,Brandon,Reckoners,2,Firefight,,978-0-385-74358-7,
Sanderson,Brandon,Rithmatist,1,Rithmatist,,978-0-7653-2032-2,Author Autographed
Sanderson,Brandon,Stormlight Archive,1,Way of Kings,,978-0-7653-2635-5,Author Autographed
Sanderson,Brandon,Stormlight Archive,2,Words of Radiance,,978-0-7653-2636-2,
Sanderson,Brandon,Warbreaker,1,Warbreaker,,978-0-7653-2030-8,Author Autographed
Sanderson,Brandon,,,Altered Perceptions,,,Editor Autographed; Short story collection by different authors
Sanderson,Brandon,,,Firstborn & Defending Elysium,,978-1-938570-00-1,Author Autographed
Sanderson,Brandon,,,Shadows Beneath,,978-1-938570-03-2,Author Autographed; Short story & draft comparisons by different authors
Sapkowski,Andrzej,,,Last Wish,✓,978-0-316-02918-6,
Sedia,Ekaterina,,,Bloody Fabulous,✓,978-1-60701-360-0,Short story collection by different authors
Sedia,Ekaterina,,,House of Discarded Dreams,✓,978-1-60701-228-3,
Sedia,Ekaterina,,,Moscow But Dreaming,✓,978-1-60701-362-4,
Sedia,Ekaterina,,,Secret History of Moscow,✓,978-1-60701-229-0,
Sewell,Anna,,,Black Beauty,✓,0-694-01243-2,
Shakespeare,William,,,William Shakespeare the Complete Works,,0-14-071450-2,
Shayne,Maggie,,,Angel's Pain,✓,978-0-7783-2498-0,
Shayne,Maggie,,,Demon's Kiss,✓,978-0-7783-2497-3,
Sheldon,Ann,Linda Craig,1,Palomino Mystery,✓,0-671-42650-8,
Shemilt,Jane,,,Daughter,✓,978-0-06-232047-6,
Sideman,Belle Becker,,,World's Best Fairy Tales,,67-27762,
Sigler,Scott,Galactic Football League,1,Rookie,✓,978-1-938120-09-1,
Sigler,Scott,Galactic Football League,2,Starter,✓,978-1-938120-10-7,
Sigler,Scott,Galactic Football League,3,All-Pro,✓,978-1-939366-92-4,
Sigler,Scott,Galactic Football League,4,MVP,✓,978-1-939366-93-1,
Simner,Janni Lee,Phantom Rider,2,Haunted Trail,✓,0-590-67314-9,
Smith,C. Lavett,,,Field Guide to Tropical Marine Fishes,,0-679-44601-X,Water Damage - Mold?
Smith,Sherwood,History of Sartorias-deles,1,Inda,,0-7564-0264-6,
Smith,Sherwood,History of Sartorias-deles,1,Inda,✓,978-0-7564-0422-2,
Smith,Sherwood,History of Sartorias-deles,2,Fox,✓,978-0-7564-0483-3,
Smith,Sherwood,History of Sartorias-deles,3,King's Shield,,978-0-7564-0500-7,
Smith,Sherwood,History of Sartorias-deles,4,Treason's Shore,✓,978-0-7564-0634-9,
Smith,Sherwood,History of Sartorias-deles,5,Banner of the Damned,✓,978-0-7564-0804-6,
Snicket,Lemony,Series of Unfortunate Events,1,Bad Beginning,,0-06-051828-6,"""Rare"" Edition"
Snicket,Lemony,Series of Unfortunate Events,2,Reptile Room,,0-06-440767-5,
Snicket,Lemony,Series of Unfortunate Events,3,Wide Window,,0-06-440768-3,
Snicket,Lemony,Series of Unfortunate Events,4,Miserable Mill,,0-06-440769-1,
Snicket,Lemony,Series of Unfortunate Events,5,Austere Academy,,0-06-440863-9,
Snicket,Lemony,Series of Unfortunate Events,6,Ersatz Elevator,,0-06-440864-7,
Snicket,Lemony,Series of Unfortunate Events,7,Vile Village,,0-06-440865-5,
Snicket,Lemony,Series of Unfortunate Events,8,Hostile Hospital,,978-0-06-440866-0,
Snicket,Lemony,Series of Unfortunate Events,9,Carnivorous Carnival,,0-06-441012-9,
Snicket,Lemony,Series of Unfortunate Events,10,Slippery Slope,,0-06-441013-7,
Snicket,Lemony,Series of Unfortunate Events,11,Grim Grotto,,0-06-441014-5,
Snicket,Lemony,Series of Unfortunate Events,12,Penultimate Peril,,978-0-06-441015-1,
Snicket,Lemony,Series of Unfortunate Events,13,End,,978-0-06-441016-8,
Sommer,Robin Langley,,,Little Book of Cats,,0-7607-0080-X,Poems by different authors
Soustelle,Jacques,,,Daily Life of the Aztecs,✓,0-8047-0721-9,
Sprunk,Jon,Shadow Saga,1,Shadow's Son,✓,978-1-61614-201-8,
Sprunk,Jon,Shadow Saga,2,Shadow's Lure,✓,978-1-61614-371-8,
Sprunk,Jon,Shadow Saga,3,Shadow's Master,✓,978-1-61614-605-4,
St. John,Lauren,,,Dolphin Song,✓,978-0-545-15414-7,
Stacey,Larraine,,,Lalia & Tokar and the Chaos Scroll,✓,1-894841-63-8,Author Autographed
Stallings,William,Computer Science,,Operating Systems,,978-0-13-230998-1,
Starr,Chester G.,,,Ancient Greeks,✓,0-19-501248-8,
Staveley,Brian,Chronicle of the Unhewn Throne,1,Emperor's Blades,,978-0-7653-3640-8,
Staveley,Brian,Chronicle of the Unhewn Throne,2,Providence of Fire,,978-0-7653-3641-5,
Steer,Dugald A.,,,Dragonology: The Complete Book of Dragons,,0-7636-2329-6,
Steger,Manfred B.,Economics,,Globalization,✓,978-0-19-955226-9,
Steindorff,George,,,When Egypt Ruled the East,✓,57-5276,
Stevenson,Robert Louis,Works of...,,Works of Stevenson,,,
Stevenson,Robert Louis,,,Kidnapped,✓,0-812-50473-9,
Stevenson,Robert Louis,,,Treasure Island,,0-06-029735-2,
Stoddard,Jason,,,Winning Mars,✓,978-1-60701-216-0,
Stoker,Bram,,,Dracula,✓,978-1-59308-004-4,
Stone,Jeff,Five Ancestors,1,Tiger,,0-375-83071-5,
Stone,Jeff,Five Ancestors,7,Dragon,,978-0-375-83079-2,
Straub,Peter,,,Floating Dragon,✓,0-425-06285-6,
Stroud,Jonathan,Bartimaeus,1,Ring of Solomon,,978-1-4231-2372-9,
Stroud,Jonathan,Bartimaeus,2,Amulet of Samarkand,✓,0-7868-5625-4,
Stroud,Jonathan,Bartimaeus,2,Amulet of Samarkand,,0-7868-1859-X,
Stroud,Jonathan,Bartimaeus,3,Golem's Eye,,0-7868-1860-3,
Stroud,Jonathan,Bartimaeus,4,Ptolemy's Gate,,0-7868-1861-1,
Sullivan,Michael J.,Riyria Revelations,1,Theft of Swords,✓,978-0-316-18774-9,
Sullivan,Michael J.,Riyria Revelations,2,Rise of Empire,✓,978-0-316-18770-1,
Sullivan,Michael J.,Riyria Revelations,3,Heir of Novron,✓,978-0-316-18771-8,
Talese,Gay,,,Honor Thy Father,✓,70-167287,
Tarr,Judith,,,Hound and the Falcon,,,
Taylor,K. J.,Cymria: 1 Fallen Moon,1,Dark Griffin,✓,978-0-441-01978-6,
Taylor,K. J.,Cymria: 1 Fallen Moon,2,Griffin's Flight,✓,978-0-441-01997-7,
Taylor,K. J.,Cymria: 1 Fallen Moon,3,Griffin's War,✓,978-0-441-02010-2,
Taylor,K. J.,Cymria: 2 Risen Sun,1,Shadow's Heir,✓,978-0-425-25823-1,
Taylor,K. J.,Cymria: 2 Risen Sun,2,Shadowed Throne,✓,978-0-425-25824-8,
Taylor,Mildred D.,,,"Roll of Thunder, Hear My Cry",✓,0-590-98207-9,
Tedford,Marie,,,Official Price Guide to Old Books,✓,0-8763-7915-3,
Thackeray,William Makepeace,,,Vanity Fair,,,
Theroux,Paul,,,Tao of Travel,,978-0-547-33691-6,
Thompson,Thomas,,,Serpentine,✓,0-7867-0749-6,
Tindall,George Brown,History,,America: A Narrative History,,978-0-393-92820-4,
Tipler,Paul A.,Physics,,Physics for Scientists and Engineers,,978-1-4292-0124-7,
Tobler,E. Catherine,,,Rings of Anubis,✓,978-1-60701-520-8,
Tolkien,J. R. R.,Lord of the Rings: 1,1,Hobbit,,0-395-87346-0,
Tolkien,J. R. R.,Lord of the Rings: 2,1 - 3,Lord of the Rings,✓,978-0-618-64015-7,
Tolkien,J. R. R.,,,Silmarillon,✓,0-618-12698-8,
Tolstoi,Leo,Works of...,,Works of Tolstoi,,,
Turtledove,Harry,Darkness,1,Into the Darkness,✓,0-812-57472-9,
Turtledove,Harry,Darkness,2,Darkness Descending,✓,0-812-57510-5,
Turtledove,Harry,Darkness,3,Through the Darkness,✓,0-812-58919-X,
Turtledove,Harry,Darkness,4,Rulers of the Darkness,✓,0-765-34075-5,
Turtledove,Harry,Darkness,5,Jaws of Darkness,✓,0-765-34318-5,
Turtledove,Harry,Darkness,6,Out of the Darkness,✓,0-765-34362-2,
Twain,Mark,,,Adventures of Huckleberry Finn,✓,978-1-59308-000-6,
Twain,Mark,,,Adventures of Tom Sawyer,,0-89577-217-5,
Twain,Mark,,,Complete Short Stories,,,
Twain,Mark,,,Innocents Abroad,,0-89577-339-2,
Tzu,Sun,,,Art of War,✓,978-1-59308-016-7,
Ulaby,Fawwaz T.,Electric Engineering,,Fundamentals of Applied Electromagnetics,,978-0-13-213931-1,
Vaughn,Carrie,Kitty Norville,1,Kitty and the Midnight Hour,✓,0-446-61641-9,
Vaughn,Carrie,Kitty Norville,2,Kitty Goes to Washington,✓,0-446-61642-7,
Vaughn,Carrie,Kitty Norville,5,Kitty and the Dead Man's Hand,✓,978-0-446-19953-7,
Vaughn,Carrie,Kitty Norville,6,Kitty Raises Hell,✓,978-0-446-19954-4,
Velde,Vivian Vande,,,Dragon's Bait,✓,0-15-216663-7,
Vera,Yvonne,,,Without a Name & Under the Tongue,✓,978-0-374-52816-4,
Voigt,Cynthia,,,Solitary Blue,✓,0-590-47157-0,
Voltaire,,,,Candide and Other Tales,,,
Waldo,Anna Lee,,,Sacajawea,✓,0-380-75606-4,
Wall,Steve,,,Widsom's Daughters,,0-06-016892-7,
Wallace,Bill,,,Coyote Autumn,✓,0-7434-2836-6,
Walley,Dean,,,... And Spring Shall Come,,0-87529-138-4,
Watt-Evans,Lawrence,Annals of the Chosen,1,Wizard Lord,✓,978-0-765-34901-9,
Weeks,Brent,Lightbringer,1,Black Prism,✓,978-0-316-06813-0,Author Autographed
Weeks,Brent,Lightbringer,2,Blinding Knife,,978-0-316-07991-4,Author Autographed
Weeks,Brent,Lightbringer,3,Broken Eye,,978-0-316-07992-1,Author Autographed
Weeks,Brent,Night Angel,1,Way of Shadows,✓,978-0-316-03367-1,Author Autographed
Weeks,Brent,Night Angel,2,Shadow's Edge,✓,978-0-316-03365-7,Author Autographed
Weeks,Brent,Night Angel,3,Beyond the Shadows,✓,978-0-316-03366-4,Author Autographed
Werfel,Franz,,,Song of Bernadette,,,
Westerfeld,Scott,Uglies,1,Uglies,✓,978-0-689-86538-1,
Westerfeld,Scott,Uglies,2,Pretties,✓,978-0-689-86539-8,
Westerfeld,Scott,Uglies,3,Specials,✓,978-1-4169-4795-0,
Westerfeld,Scott,Uglies,4,Extras,✓,978-1-4169-7121-4,
Wexler,Django,Shadow Campaigns,1,Thousand Names,✓,978-0-451-41805-0,
Wexler,Django,Shadow Campaigns,2,Shadow Throne,✓,978-0-451-41807-4,
Wheelan,Charles,Economics,,Naked Economics,✓,978-0-393-32486-0,
White,E. B.,,,Essays of E. B. White,,0-06-014576-5,
White,E. B.,,,Stuart Little,,,
Whyte,Jack,,,Singing Sword,✓,0-812-55139-7,
Wilde,Oscar,Works of...,,Works of Wilde,,,
Wilde,Oscar,,,Complete Fairy Tales of Oscar Wilde,✓,0-451-52435-7,
Williams,Beryl,,,Great Houdini,✓,,
Williams,Liz,,,WorldSoul,✓,978-1-60701-295-5,
Williams,Tad,Memory of Sorrow and Thorn,1,Dragonbone Chair,,,
Williams,Tad,Memory of Sorrow and Thorn,2,Stone of Farewell,,,
Williams,Tad,Memory of Sorrow and Thorn,3,To Green Angel Tower,,0-88677-521-3,
Willis,Connie,,,To Say Nothing of the Dog,✓,0-553-57538-4,
Wilson,James Q.,History,,American Government: Institutions and Policies,,987-1-111-83001-4,
Wrede,Patricia C.,Enchanted Forest Chronicles,1,Dealing with Dragons,✓,0-15-204566-X,
Wrede,Patricia C.,Enchanted Forest Chronicles,2,Searching for Dragons,✓,0-15-204565-1,
Wrede,Patricia C.,Enchanted Forest Chronicles,3,Calling on Dragons,✓,0-15-204692-5,
Wrede,Patricia C.,Enchanted Forest Chronicles,4,Talking to Dragons,✓,0-15-204691-7,
Wroblewski,David,,,Story of Edgar Sawtelle,,978-0-06-176806-4,
Yank,Kevin,Computer Science,,PHP & MySQL: Novice to Ninja,✓,978-0-9871530-8-1,
Yep,Laurence,,,Dragon's Gate,✓,0-590-20335-X,
Yolen,Jane,Pit Dragon: 1,1,Dragon's Blood,✓,0-15-205126-0,
Yolen,Jane,Pit Dragon: 1,2,Heart's Blood,✓,0-15-205118-X,
Yolen,Jane,Pit Dragon: 1,3,Sending of Dragons,✓,0-15-205128-7,
Yolen,Jane,Pit Dragon: 1,1 - 3,Pit Dragon Trilogy,,978-1-56865-900-8,
Yolen,Jane,Pit Dragon: 2,4,Dragon's Heart,,978-0-15-205919-4,
Yolen,Jane,,,Sword of the Rightful King,,0-15-202527-8,
Zill,Dennis G.,Math,,Differential Equations,,978-0-495-10836-8,
Zuzak,Markus,,,Book Thief,✓,978-0-375-84220-7,